Province_State,Combined_Key,Active Cases,Deaths
Kentucky,"Johnson, Kentucky, US",1928,34
Kentucky,"Kenton, Kentucky, US",16163,171
Kentucky,"Knott, Kentucky, US",1138,23
Kentucky,"Knox, Kentucky, US",3340,36
Kentucky,"Larue, Kentucky, US",1313,26
Kentucky,"Laurel, Kentucky, US",6604,70
Kentucky,"Lawrence, Kentucky, US",1426,22
Kentucky,"Lee, Kentucky, US",1272,26
Kentucky,"Leslie, Kentucky, US",909,7
Kentucky,"Letcher, Kentucky, US",1894,42
Kentucky,"Lewis, Kentucky, US",1291,35
Kentucky,"Lincoln, Kentucky, US",2290,50
Kentucky,"Livingston, Kentucky, US",842,20
Kentucky,"Logan, Kentucky, US",2830,64
Kentucky,"Lyon, Kentucky, US",1526,19
Kentucky,"Madison, Kentucky, US",9269,109
Kentucky,"Magoffin, Kentucky, US",945,14
Kentucky,"Marion, Kentucky, US",2289,37
Kentucky,"Marshall, Kentucky, US",2759,56
Kentucky,"Martin, Kentucky, US",1027,20
Kentucky,"Mason, Kentucky, US",1661,34
Kentucky,"McCracken, Kentucky, US",6509,120
Kentucky,"McCreary, Kentucky, US",1973,29
Kentucky,"McLean, Kentucky, US",878,27
Kentucky,"Meade, Kentucky, US",2013,25
Kentucky,"Menifee, Kentucky, US",470,16
Kentucky,"Mercer, Kentucky, US",2534,50
Kentucky,"Metcalfe, Kentucky, US",1036,26
Kentucky,"Monroe, Kentucky, US",1327,41
Kentucky,"Montgomery, Kentucky, US",2610,30
Kentucky,"Morgan, Kentucky, US",2238,3
Kentucky,"Muhlenberg, Kentucky, US",2919,61
Kentucky,"Nelson, Kentucky, US",4888,53
Kentucky,"Nicholas, Kentucky, US",541,8
Kentucky,"Ohio, Kentucky, US",2440,53
Kentucky,"Oldham, Kentucky, US",7524,82
Kentucky,"Out of KY, Kentucky, US",0,0
Kentucky,"Owen, Kentucky, US",661,13
Kentucky,"Owsley, Kentucky, US",490,14
Kentucky,"Pendleton, Kentucky, US",1022,4
Kentucky,"Perry, Kentucky, US",2638,65
Kentucky,"Pike, Kentucky, US",5502,94
Kentucky,"Powell, Kentucky, US",1243,12
Kentucky,"Pulaski, Kentucky, US",6260,94
Kentucky,"Robertson, Kentucky, US",225,14
Kentucky,"Rockcastle, Kentucky, US",1492,22
Kentucky,"Rowan, Kentucky, US",2211,20
Kentucky,"Russell, Kentucky, US",1820,43
Kentucky,"Scott, Kentucky, US",4894,32
Kentucky,"Shelby, Kentucky, US",4641,70
Kentucky,"Simpson, Kentucky, US",2079,36
Kentucky,"Spencer, Kentucky, US",1594,22
Kentucky,"Taylor, Kentucky, US",3049,46
Kentucky,"Todd, Kentucky, US",1122,25
Kentucky,"Trigg, Kentucky, US",1281,14
Kentucky,"Trimble, Kentucky, US",680,7
Kentucky,"Unassigned, Kentucky, US",9,0
Kentucky,"Union, Kentucky, US",1332,15
Kentucky,"Warren, Kentucky, US",15839,169
Kentucky,"Washington, Kentucky, US",1432,37
Kentucky,"Wayne, Kentucky, US",2142,44
Kentucky,"Webster, Kentucky, US",1238,20
Kentucky,"Whitley, Kentucky, US",4902,55
Kentucky,"Wolfe, Kentucky, US",516,5
Kentucky,"Woodford, Kentucky, US",2133,19
Louisiana,"Acadia, Louisiana, US",6481,192
Louisiana,"Allen, Louisiana, US",3168,91
Louisiana,"Ascension, Louisiana, US",12080,164
Louisiana,"Assumption, Louisiana, US",2173,36
Louisiana,"Avoyelles, Louisiana, US",4178,123
Louisiana,"Beauregard, Louisiana, US",3166,77
Louisiana,"Bienville, Louisiana, US",1660,81
Louisiana,"Bossier, Louisiana, US",13752,298
Louisiana,"Caddo, Louisiana, US",25830,740
Louisiana,"Calcasieu, Louisiana, US",22340,426
Louisiana,"Caldwell, Louisiana, US",1107,29
Louisiana,"Cameron, Louisiana, US",599,6
Louisiana,"Catahoula, Louisiana, US",1153,38
Louisiana,"Claiborne, Louisiana, US",1435,55
Louisiana,"Concordia, Louisiana, US",1854,60
Louisiana,"De Soto, Louisiana, US",2763,78
Louisiana,"East Baton Rouge, Louisiana, US",39099,800
Louisiana,"East Carroll, Louisiana, US",1124,25
Louisiana,"East Feliciana, Louisiana, US",3147,112
Louisiana,"Evangeline, Louisiana, US",3580,92
Louisiana,"Franklin, Louisiana, US",2477,105
Louisiana,"Grant, Louisiana, US",2132,56
Louisiana,"Iberia, Louisiana, US",6971,153
Louisiana,"Iberville, Louisiana, US",3796,98
Louisiana,"Jackson, Louisiana, US",1904,50
Louisiana,"Jefferson, Louisiana, US",45903,891
Louisiana,"Jefferson Davis, Louisiana, US",3149,96
Louisiana,"LaSalle,Louisiana,US",1528,36
Louisiana,"Lafayette, Louisiana, US",23220,276
Louisiana,"Lafourche, Louisiana, US",9514,204
Louisiana,"Lincoln, Louisiana, US",4482,92
Louisiana,"Livingston, Louisiana, US",13311,206
Louisiana,"Madison, Louisiana, US",1563,39
Louisiana,"Morehouse, Louisiana, US",2815,74
Louisiana,"Natchitoches, Louisiana, US",4040,86
Louisiana,"Orleans, Louisiana, US",29878,792
Louisiana,"Ouachita, Louisiana, US",18301,449
Louisiana,"Out of LA, Louisiana, US",0,0
Louisiana,"Plaquemines, Louisiana, US",2517,26
Louisiana,"Pointe Coupee, Louisiana, US",2612,73
Louisiana,"Rapides, Louisiana, US",11974,314
Louisiana,"Red River, Louisiana, US",874,38
Louisiana,"Richland, Louisiana, US",2416,55
Louisiana,"Sabine, Louisiana, US",2925,60
Louisiana,"St. Bernard, Louisiana, US",4003,50
Louisiana,"St. Charles, Louisiana, US",5373,93
Louisiana,"St. Helena, Louisiana, US",922,10
Louisiana,"St. James, Louisiana, US",1955,50
Louisiana,"St. John the Baptist, Louisiana, US",3696,137
Louisiana,"St. Landry, Louisiana, US",8813,253
Louisiana,"St. Martin, Louisiana, US",5208,116
Louisiana,"St. Mary, Louisiana, US",4665,136
Louisiana,"St. Tammany, Louisiana, US",25568,520
Louisiana,"Tangipahoa, Louisiana, US",12610,292
Louisiana,"Tensas, Louisiana, US",360,8
Louisiana,"Terrebonne, Louisiana, US",10100,220
Louisiana,"Unassigned, Louisiana, US",411,0
Louisiana,"Union, Louisiana, US",2379,77
Louisiana,"Vermilion, Louisiana, US",5324,119
Louisiana,"Vernon, Louisiana, US",3058,101
Louisiana,"Washington, Louisiana, US",4357,130
Louisiana,"Webster, Louisiana, US",4086,112
Louisiana,"West Baton Rouge, Louisiana, US",2841,59
Louisiana,"West Carroll, Louisiana, US",1173,41
Louisiana,"West Feliciana, Louisiana, US",1153,34
Louisiana,"Winn, Louisiana, US",1535,43
Maine,"Androscoggin, Maine, US",7289,71
Maine,"Aroostook, Maine, US",1686,45
Maine,"Cumberland, Maine, US",16211,189
Maine,"Franklin, Maine, US",1229,13
Maine,"Hancock, Maine, US",1231,36
Maine,"Kennebec, Maine, US",5706,68
Maine,"Knox, Maine, US",1000,5
Maine,"Lincoln, Maine, US",877,2
Maine,"Out of ME, Maine, US",0,0
Maine,"Oxford, Maine, US",3269,62
Maine,"Penobscot, Maine, US",5421,90
Maine,"Piscataquis, Maine, US",450,6
Maine,"Sagadahoc, Maine, US",1291,10
Maine,"Somerset, Maine, US",1911,29
Maine,"Unassigned, Maine, US",14,0
Maine,"Waldo, Maine, US",848,19
Maine,"Washington, Maine, US",835,15
Maine,"York, Maine, US",12579,130
Maryland,"Allegany, Maryland, US",6846,207
Maryland,"Anne Arundel, Maryland, US",42661,596
Maryland,"Baltimore, Maryland, US",63739,1478
Maryland,"Baltimore City, Maryland, US",51206,1038
Maryland,"Calvert, Maryland, US",4160,78
Maryland,"Caroline, Maryland, US",2266,25
Maryland,"Carroll, Maryland, US",9153,235
Maryland,"Cecil, Maryland, US",6075,129
Maryland,"Charles, Maryland, US",10567,190
Maryland,"Dorchester, Maryland, US",2718,51
Maryland,"Frederick, Maryland, US",19466,320
Maryland,"Garrett, Maryland, US",1982,63
Maryland,"Harford, Maryland, US",16133,272
Maryland,"Howard, Maryland, US",18907,233
Maryland,"Kent, Maryland, US",1317,46
Maryland,"Montgomery, Maryland, US",69922,1523
Maryland,"Out of MD, Maryland, US",0,0
Maryland,"Prince George's, Maryland, US",83218,1460
Maryland,"Queen Anne's, Maryland, US",2933,45
Maryland,"Somerset, Maryland, US",2541,37
Maryland,"St. Mary's, Maryland, US",5859,123
Maryland,"Talbot, Maryland, US",2080,37
Maryland,"Unassigned, Maryland, US",0,78
Maryland,"Washington, Maryland, US",14208,274
Maryland,"Wicomico, Maryland, US",7457,152
Maryland,"Worcester, Maryland, US",3575,98
Massachusetts,"Barnstable, Massachusetts, US",13573,462
Massachusetts,"Berkshire, Massachusetts, US",6338,282
Massachusetts,"Bristol, Massachusetts, US",64985,1703
Massachusetts,"Dukes, Massachusetts, US",0,0
Massachusetts,"Dukes and Nantucket,Massachusetts,US",2773,5
Massachusetts,"Essex, Massachusetts, US",95677,2352
Massachusetts,"Franklin, Massachusetts, US",2480,113
Massachusetts,"Hampden, Massachusetts, US",50846,1497
Massachusetts,"Hampshire, Massachusetts, US",8969,291
Massachusetts,"Middlesex, Massachusetts, US",132603,3725
Massachusetts,"Nantucket, Massachusetts, US",0,0
Massachusetts,"Norfolk, Massachusetts, US",53846,1776
Massachusetts,"Out of MA, Massachusetts, US",0,0
Massachusetts,"Plymouth, Massachusetts, US",47964,1415
Massachusetts,"Suffolk, Massachusetts, US",91087,1820
Massachusetts,"Unassigned, Massachusetts, US",44525,7
Massachusetts,"Worcester, Massachusetts, US",75506,2191
Michigan,"Alcona, Michigan, US",704,28
Michigan,"Alger, Michigan, US",496,6
Michigan,"Allegan, Michigan, US",10353,131
Michigan,"Alpena, Michigan, US",2075,59
Michigan,"Antrim, Michigan, US",1528,27
Michigan,"Arenac, Michigan, US",1084,29
Michigan,"Baraga, Michigan, US",686,34
Michigan,"Barry, Michigan, US",5512,63
Michigan,"Bay, Michigan, US",10578,324
Michigan,"Benzie, Michigan, US",1221,33
Michigan,"Berrien, Michigan, US",14642,270
Michigan,"Branch, Michigan, US",4590,94
Michigan,"Calhoun, Michigan, US",13465,271
Michigan,"Cass, Michigan, US",5211,74
Michigan,"Charlevoix, Michigan, US",1570,20
Michigan,"Cheboygan, Michigan, US",1819,41
Michigan,"Chippewa, Michigan, US",2378,32
Michigan,"Clare, Michigan, US",2273,74
Michigan,"Clinton, Michigan, US",7286,82
Michigan,"Crawford, Michigan, US",934,13
Michigan,"Delta, Michigan, US",3861,88
Michigan,"Dickinson, Michigan, US",2673,74
Michigan,"Eaton, Michigan, US",9681,187
Michigan,"Emmet, Michigan, US",2245,41
Michigan,"Federal Correctional Institution (FCI), Michigan, US",316,5
Michigan,"Genesee, Michigan, US",39733,871
Michigan,"Gladwin, Michigan, US",2185,50
Michigan,"Gogebic, Michigan, US",1364,50
Michigan,"Grand Traverse, Michigan, US",6173,88
Michigan,"Gratiot, Michigan, US",3762,112
Michigan,"Hillsdale, Michigan, US",4156,85
Michigan,"Houghton, Michigan, US",3039,40
Michigan,"Huron, Michigan, US",3969,73
Michigan,"Ingham, Michigan, US",23709,351
Michigan,"Ionia, Michigan, US",5757,78
Michigan,"Iosco, Michigan, US",1860,70
Michigan,"Iron, Michigan, US",1007,51
Michigan,"Isabella, Michigan, US",5869,85
Michigan,"Jackson, Michigan, US",14849,261
Michigan,"Kalamazoo, Michigan, US",21641,361
Michigan,"Kalkaska, Michigan, US",1055,21
Michigan,"Kent, Michigan, US",68438,793
Michigan,"Keweenaw, Michigan, US",173,2
Michigan,"Lake, Michigan, US",585,15
Michigan,"Lapeer, Michigan, US",8720,177
Michigan,"Leelanau, Michigan, US",1193,18
Michigan,"Lenawee, Michigan, US",8909,151
Michigan,"Livingston, Michigan, US",15876,172
Michigan,"Luce, Michigan, US",361,2
Michigan,"Mackinac, Michigan, US",619,3
Michigan,"Macomb, Michigan, US",94975,2259
Michigan,"Manistee, Michigan, US",1136,22
Michigan,"Marquette, Michigan, US",4904,58
Michigan,"Mason, Michigan, US",2006,32
Michigan,"Mecosta, Michigan, US",2974,30
Michigan,"Menominee, Michigan, US",2051,41
Michigan,"Michigan Department of Corrections (MDOC), Michigan, US",26530,153
Michigan,"Midland, Michigan, US",7085,78
Michigan,"Missaukee, Michigan, US",1415,23
Michigan,"Monroe, Michigan, US",14574,240
Michigan,"Montcalm, Michigan, US",5441,103
Michigan,"Montmorency, Michigan, US",544,19
Michigan,"Muskegon, Michigan, US",14510,328
Michigan,"Newaygo, Michigan, US",4450,58
Michigan,"Oakland, Michigan, US",111429,2211
Michigan,"Oceana, Michigan, US",2605,54
Michigan,"Ogemaw, Michigan, US",1563,36
Michigan,"Ontonagon, Michigan, US",454,21
Michigan,"Osceola, Michigan, US",1796,27
Michigan,"Oscoda, Michigan, US",588,24
Michigan,"Otsego, Michigan, US",2200,36
Michigan,"Ottawa, Michigan, US",30760,398
Michigan,"Out of MI, Michigan, US",1898,14
Michigan,"Presque Isle, Michigan, US",973,31
Michigan,"Roscommon, Michigan, US",1808,47
Michigan,"Saginaw, Michigan, US",19852,568
Michigan,"Sanilac, Michigan, US",4110,103
Michigan,"Schoolcraft, Michigan, US",358,5
Michigan,"Shiawassee, Michigan, US",6023,96
Michigan,"St. Clair, Michigan, US",17379,389
Michigan,"St. Joseph, Michigan, US",5863,94
Michigan,"Tuscola, Michigan, US",5403,163
Michigan,"Unassigned, Michigan, US",21,0
Michigan,"Van Buren, Michigan, US",6746,116
Michigan,"Washtenaw, Michigan, US",25449,270
Michigan,"Wayne, Michigan, US",155417,4655
Michigan,"Wexford, Michigan, US",2702,40
Minnesota,"Aitkin, Minnesota, US",1325,36
Minnesota,"Anoka, Minnesota, US",40525,432
Minnesota,"Becker, Minnesota, US",3732,49
Minnesota,"Beltrami, Minnesota, US",3847,58
Minnesota,"Benton, Minnesota, US",5561,97
Minnesota,"Big Stone, Minnesota, US",590,4
Minnesota,"Blue Earth, Minnesota, US",7321,41
Minnesota,"Brown, Minnesota, US",3026,40
Minnesota,"Carlton, Minnesota, US",3391,52
Minnesota,"Carver, Minnesota, US",10254,45
Minnesota,"Cass, Minnesota, US",2646,28
Minnesota,"Chippewa, Minnesota, US",1509,38
Minnesota,"Chisago, Minnesota, US",5766,51
Minnesota,"Clay, Minnesota, US",8046,91
Minnesota,"Clearwater, Minnesota, US",846,16
Minnesota,"Cook, Minnesota, US",155,0
Minnesota,"Cottonwood, Minnesota, US",1613,21
Minnesota,"Crow Wing, Minnesota, US",6483,87
Minnesota,"Dakota, Minnesota, US",44707,439
Minnesota,"Dodge, Minnesota, US",1800,3
Minnesota,"Douglas, Minnesota, US",4573,74
Minnesota,"Faribault, Minnesota, US",1488,19
Minnesota,"Fillmore,Minnesota,US",1535,9
Minnesota,"Freeborn, Minnesota, US",3381,29
Minnesota,"Goodhue, Minnesota, US",4676,72
Minnesota,"Grant, Minnesota, US",561,8
Minnesota,"Hennepin, Minnesota, US",120196,1707
Minnesota,"Houston, Minnesota, US",1667,15
Minnesota,"Hubbard, Minnesota, US",1817,41
Minnesota,"Isanti, Minnesota, US",4051,62
Minnesota,"Itasca, Minnesota, US",4113,53
Minnesota,"Jackson, Minnesota, US",1208,11
Minnesota,"Kanabec, Minnesota, US",1416,24
Minnesota,"Kandiyohi, Minnesota, US",6452,81
Minnesota,"Kittson, Minnesota, US",481,22
Minnesota,"Koochiching, Minnesota, US",804,14
Minnesota,"Lac qui Parle,Minnesota,US",748,22
Minnesota,"Lake, Minnesota, US",803,19
Minnesota,"Lake of the Woods, Minnesota, US",316,3
Minnesota,"Le Sueur, Minnesota, US",2834,22
Minnesota,"Lincoln, Minnesota, US",571,3
Minnesota,"Lyon, Minnesota, US",3563,50
Minnesota,"Mahnomen, Minnesota, US",536,8
Minnesota,"Marshall, Minnesota, US",873,17
Minnesota,"Martin, Minnesota, US",2264,31
Minnesota,"McLeod, Minnesota, US",4153,58
Minnesota,"Meeker, Minnesota, US",2488,38
Minnesota,"Mille Lacs, Minnesota, US",2967,52
Minnesota,"Morrison, Minnesota, US",4105,60
Minnesota,"Mower, Minnesota, US",4586,32
Minnesota,"Murray, Minnesota, US",1052,9
Minnesota,"Nicollet, Minnesota, US",3193,43
Minnesota,"Nobles, Minnesota, US",4061,48
Minnesota,"Norman, Minnesota, US",536,9
Minnesota,"Olmsted, Minnesota, US",13067,97
Minnesota,"Otter Tail, Minnesota, US",5645,75
Minnesota,"Out of MN, Minnesota, US",0,0
Minnesota,"Pennington, Minnesota, US",1532,19
Minnesota,"Pine, Minnesota, US",3217,21
Minnesota,"Pipestone, Minnesota, US",1136,26
Minnesota,"Polk, Minnesota, US",3781,67
Minnesota,"Pope, Minnesota, US",1064,6
Minnesota,"Ramsey, Minnesota, US",50015,864
Minnesota,"Red Lake, Minnesota, US",394,7
Minnesota,"Redwood, Minnesota, US",1705,36
Minnesota,"Renville, Minnesota, US",1770,43
Minnesota,"Rice, Minnesota, US",7897,104
Minnesota,"Rock, Minnesota, US",1266,19
Minnesota,"Roseau, Minnesota, US",2045,19
Minnesota,"Scott, Minnesota, US",16874,123
Minnesota,"Sherburne, Minnesota, US",11331,84
Minnesota,"Sibley, Minnesota, US",1395,10
Minnesota,"St. Louis, Minnesota, US",17394,302
Minnesota,"Stearns, Minnesota, US",21815,220
Minnesota,"Steele, Minnesota, US",3778,15
Minnesota,"Stevens, Minnesota, US",880,10
Minnesota,"Swift, Minnesota, US",1038,18
Minnesota,"Todd, Minnesota, US",2757,31
Minnesota,"Traverse, Minnesota, US",367,5
Minnesota,"Unassigned, Minnesota, US",501,93
Minnesota,"Wabasha, Minnesota, US",2024,3
Minnesota,"Wadena, Minnesota, US",1515,21
Minnesota,"Waseca, Minnesota, US",2347,21
Minnesota,"Washington, Minnesota, US",26161,278
Minnesota,"Watonwan, Minnesota, US",1287,9
Minnesota,"Wilkin, Minnesota, US",796,12
Minnesota,"Winona, Minnesota, US",4473,50
Minnesota,"Wright, Minnesota, US",15624,135
Minnesota,"Yellow Medicine, Minnesota, US",1133,20
Mississippi,"Adams, Mississippi, US",2567,82
Mississippi,"Alcorn, Mississippi, US",3097,68
Mississippi,"Amite, Mississippi, US",1227,42
Mississippi,"Attala, Mississippi, US",2142,73
Mississippi,"Benton, Mississippi, US",984,25
Mississippi,"Bolivar, Mississippi, US",4793,131
Mississippi,"Calhoun, Mississippi, US",1685,32
Mississippi,"Carroll, Mississippi, US",1215,27
Mississippi,"Chickasaw, Mississippi, US",2065,57
Mississippi,"Choctaw, Mississippi, US",752,18
Mississippi,"Claiborne, Mississippi, US",1021,30
Mississippi,"Clarke, Mississippi, US",1782,79
Mississippi,"Clay, Mississippi, US",1843,54
Mississippi,"Coahoma, Mississippi, US",2931,79
Mississippi,"Copiah, Mississippi, US",2957,65
Mississippi,"Covington, Mississippi, US",2560,80
Mississippi,"DeSoto, Mississippi, US",21321,256
Mississippi,"Forrest, Mississippi, US",7620,150
Mississippi,"Franklin, Mississippi, US",831,23
Mississippi,"George, Mississippi, US",2452,47
Mississippi,"Greene, Mississippi, US",1300,33
Mississippi,"Grenada, Mississippi, US",2590,85
Mississippi,"Hancock, Mississippi, US",3759,86
Mississippi,"Harrison, Mississippi, US",17735,307
Mississippi,"Hinds, Mississippi, US",20214,414
Mississippi,"Holmes, Mississippi, US",1882,72
Mississippi,"Humphreys, Mississippi, US",953,32
Mississippi,"Issaquena, Mississippi, US",168,6
Mississippi,"Itawamba, Mississippi, US",2990,77
Mississippi,"Jackson, Mississippi, US",13363,246
Mississippi,"Jasper, Mississippi, US",2206,48
Mississippi,"Jefferson, Mississippi, US",651,28
Mississippi,"Jefferson Davis, Mississippi, US",1067,32
Mississippi,"Jones, Mississippi, US",8354,163
Mississippi,"Kemper, Mississippi, US",958,28
Mississippi,"Lafayette, Mississippi, US",6142,118
Mississippi,"Lamar, Mississippi, US",6191,86
Mississippi,"Lauderdale, Mississippi, US",7218,240
Mississippi,"Lawrence, Mississippi, US",1281,23
Mississippi,"Leake, Mississippi, US",2640,73
Mississippi,"Lee, Mississippi, US",9944,172
Mississippi,"Leflore, Mississippi, US",3484,125
Mississippi,"Lincoln, Mississippi, US",3928,110
Mississippi,"Lowndes, Mississippi, US",6348,144
Mississippi,"Madison, Mississippi, US",10035,216
Mississippi,"Marion, Mississippi, US",2684,80
Mississippi,"Marshall, Mississippi, US",4368,103
Mississippi,"Monroe, Mississippi, US",4084,133
Mississippi,"Montgomery, Mississippi, US",1262,42
Mississippi,"Neshoba, Mississippi, US",4021,176
Mississippi,"Newton, Mississippi, US",2470,61
Mississippi,"Noxubee, Mississippi, US",1268,34
Mississippi,"Oktibbeha, Mississippi, US",4593,98
Mississippi,"Out of MS, Mississippi, US",0,0
Mississippi,"Panola, Mississippi, US",4530,103
Mississippi,"Pearl River, Mississippi, US",4482,145
Mississippi,"Perry, Mississippi, US",1259,38
Mississippi,"Pike, Mississippi, US",3280,105
Mississippi,"Pontotoc, Mississippi, US",4188,72
Mississippi,"Prentiss, Mississippi, US",2780,59
Mississippi,"Quitman, Mississippi, US",795,16
Mississippi,"Rankin, Mississippi, US",13520,278
Mississippi,"Scott, Mississippi, US",3139,73
Mississippi,"Sharkey, Mississippi, US",501,17
Mississippi,"Simpson, Mississippi, US",2935,88
Mississippi,"Smith, Mississippi, US",1619,34
Mississippi,"Stone, Mississippi, US",1808,33
Mississippi,"Sunflower, Mississippi, US",3346,90
Mississippi,"Tallahatchie, Mississippi, US",1771,40
Mississippi,"Tate, Mississippi, US",3309,84
Mississippi,"Tippah, Mississippi, US",2868,68
Mississippi,"Tishomingo, Mississippi, US",2244,67
Mississippi,"Tunica, Mississippi, US",1044,25
Mississippi,"Unassigned, Mississippi, US",0,0
Mississippi,"Union, Mississippi, US",4079,76
Mississippi,"Walthall, Mississippi, US",1335,45
Mississippi,"Warren, Mississippi, US",4348,120
Mississippi,"Washington, Mississippi, US",5313,133
Mississippi,"Wayne, Mississippi, US",2622,41
Mississippi,"Webster, Mississippi, US",1145,32
Mississippi,"Wilkinson, Mississippi, US",665,30
Mississippi,"Winston, Mississippi, US",2267,81
Mississippi,"Yalobusha, Mississippi, US",1617,36
Mississippi,"Yazoo, Mississippi, US",3095,69
Missouri,"Adair, Missouri, US",2367,19
Missouri,"Andrew, Missouri, US",1852,20
Missouri,"Atchison, Missouri, US",454,6
Missouri,"Audrain, Missouri, US",2702,57
Missouri,"Barry, Missouri, US",2882,45
Missouri,"Barton, Missouri, US",1168,14
Missouri,"Bates, Missouri, US",1310,29
Missouri,"Benton, Missouri, US",1654,33
Missouri,"Bollinger, Missouri, US",1114,12
Missouri,"Boone, Missouri, US",17869,91
Missouri,"Buchanan, Missouri, US",9241,143
Missouri,"Butler, Missouri, US",4170,42
Missouri,"Caldwell, Missouri, US",768,13
Missouri,"Callaway, Missouri, US",4946,47
Missouri,"Camden, Missouri, US",4079,87
Missouri,"Cape Girardeau, Missouri, US",8789,134
Missouri,"Carroll, Missouri, US",1032,23
Missouri,"Carter, Missouri, US",542,10
Missouri,"Cass, Missouri, US",9079,107
Missouri,"Cedar, Missouri, US",1083,21
Missouri,"Chariton, Missouri, US",674,8
Missouri,"Christian, Missouri, US",8383,91
Missouri,"Clark, Missouri, US",670,7
Missouri,"Clay, Missouri, US",9933,164
Missouri,"Clinton, Missouri, US",1951,65
Missouri,"Cole, Missouri, US",9066,122
Missouri,"Cooper, Missouri, US",1908,27
Missouri,"Crawford, Missouri, US",2568,36
Missouri,"Dade, Missouri, US",574,17
Missouri,"Dallas, Missouri, US",1254,27
Missouri,"Daviess, Missouri, US",700,11
Missouri,"DeKalb, Missouri, US",1124,31
Missouri,"Dent, Missouri, US",958,17
Missouri,"Douglas, Missouri, US",906,27
Missouri,"Dunklin, Missouri, US",2808,22
Missouri,"Franklin, Missouri, US",10568,181
Missouri,"Gasconade, Missouri, US",1532,45
Missouri,"Gentry, Missouri, US",822,20
Missouri,"Greene, Missouri, US",28061,464
Missouri,"Grundy, Missouri, US",988,34
Missouri,"Harrison, Missouri, US",875,14
Missouri,"Henry, Missouri, US",2006,38
Missouri,"Hickory, Missouri, US",642,15
Missouri,"Holt, Missouri, US",440,13
Missouri,"Howard, Missouri, US",1046,7
Missouri,"Howell, Missouri, US",3479,43
Missouri,"Iron, Missouri, US",892,6
Missouri,"Jackson, Missouri, US",37670,417
Missouri,"Jasper,Missouri,US",15413,233
Missouri,"Jefferson, Missouri, US",23129,241
Missouri,"Johnson, Missouri, US",4751,52
Missouri,"Kansas City,Missouri,US",43441,572
Missouri,"Knox, Missouri, US",374,2
Missouri,"Laclede, Missouri, US",3276,68
Missouri,"Lafayette, Missouri, US",3034,56
Missouri,"Lawrence, Missouri, US",3384,81
Missouri,"Lewis, Missouri, US",1014,13
Missouri,"Lincoln, Missouri, US",5808,41
Missouri,"Linn, Missouri, US",1183,13
Missouri,"Livingston, Missouri, US",1654,40
Missouri,"Macon, Missouri, US",1538,15
Missouri,"Madison, Missouri, US",1636,16
Missouri,"Maries, Missouri, US",635,8
Missouri,"Marion, Missouri, US",3608,45
Missouri,"McDonald, Missouri, US",2386,28
Missouri,"Mercer, Missouri, US",299,2
Missouri,"Miller, Missouri, US",2529,54
Missouri,"Mississippi, Missouri, US",1445,28
Missouri,"Moniteau, Missouri, US",1782,31
Missouri,"Monroe, Missouri, US",995,12
Missouri,"Montgomery, Missouri, US",1031,11
Missouri,"Morgan, Missouri, US",1707,43
Missouri,"New Madrid, Missouri, US",2111,43
Missouri,"Newton, Missouri, US",5265,75
Missouri,"Nodaway, Missouri, US",2688,25
Missouri,"Oregon, Missouri, US",794,3
Missouri,"Osage, Missouri, US",1615,15
Missouri,"Out of MO, Missouri, US",0,0
Missouri,"Ozark, Missouri, US",644,17
Missouri,"Pemiscot, Missouri, US",1579,30
Missouri,"Perry, Missouri, US",2213,30
Missouri,"Pettis, Missouri, US",5102,78
Missouri,"Phelps, Missouri, US",3819,129
Missouri,"Pike, Missouri, US",1785,24
Missouri,"Platte, Missouri, US",4133,47
Missouri,"Polk, Missouri, US",3231,34
Missouri,"Pulaski, Missouri, US",3458,51
Missouri,"Putnam, Missouri, US",299,4
Missouri,"Ralls, Missouri, US",1053,12
Missouri,"Randolph, Missouri, US",2630,30
Missouri,"Ray, Missouri, US",1934,27
Missouri,"Reynolds, Missouri, US",378,3
Missouri,"Ripley, Missouri, US",1063,15
Missouri,"Saline, Missouri, US",2823,38
Missouri,"Schuyler, Missouri, US",337,6
Missouri,"Scotland, Missouri, US",305,3
Missouri,"Scott, Missouri, US",4689,84
Missouri,"Shannon, Missouri, US",581,12
Missouri,"Shelby, Missouri, US",580,7
Missouri,"St. Charles, Missouri, US",42419,451
Missouri,"St. Clair, Missouri, US",783,8
Missouri,"St. Francois, Missouri, US",8755,115
Missouri,"St. Louis, Missouri, US",97849,2184
Missouri,"St. Louis City, Missouri, US",24169,484
Missouri,"Ste. Genevieve, Missouri, US",1810,16
Missouri,"Stoddard, Missouri, US",2476,37
Missouri,"Stone, Missouri, US",2415,44
Missouri,"Sullivan, Missouri, US",841,14
Missouri,"Taney, Missouri, US",5262,92
Missouri,"Texas, Missouri, US",1825,23
Missouri,"Unassigned, Missouri, US",0,0
Missouri,"Vernon, Missouri, US",1938,43
Missouri,"Warren, Missouri, US",3111,22
Missouri,"Washington, Missouri, US",2710,49
Missouri,"Wayne, Missouri, US",1032,11
Missouri,"Webster, Missouri, US",3580,54
Missouri,"Worth, Missouri, US",162,2
Missouri,"Wright, Missouri, US",1577,32
Montana,"Beaverhead, Montana, US",908,9
Montana,"Big Horn, Montana, US",2547,75
Montana,"Blaine, Montana, US",751,23
Montana,"Broadwater, Montana, US",486,5
Montana,"Carbon, Montana, US",863,14
Montana,"Carter, Montana, US",146,5
